id,flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
22373,979,Airasia India,KOLKATA,DELHI,"Sunday,Tuesday,Thursday",19:15:00,21:50:00,2020-10-26,2021-03-26
22374,547,Airasia India,KOLKATA,DELHI,Saturday,05:45:00,01:00:00,2018-10-28,2018-10-28
22375,547,Airasia India,KOLKATA,DELHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,01:00:00,2018-10-29,2019-03-30
22376,547,Airasia India,KOLKATA,DELHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,01:00:00,2019-03-31,2019-10-25
22377,547,Airasia India,KOLKATA,DELHI,Friday,05:45:00,01:10:00,2019-10-26,2019-10-26
22378,547,Airasia India,KOLKATA,DELHI,Saturday,05:45:00,00:30:00,2019-10-27,2019-10-27
22379,547,Airasia India,KOLKATA,DELHI,Saturday,05:45:00,00:30:00,2019-11-03,2020-03-22
22380,547,Airasia India,KOLKATA,DELHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",05:45:00,00:30:00,2019-10-28,2020-03-28
22381,539,Airasia India,KOLKATA,DELHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,21:55:00,2019-10-27,2020-03-28
22382,710,Airasia India,SRINAGAR,DELHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:55:00,11:45:00,2020-10-25,2021-03-27
22383,559,Airasia India,SRINAGAR,DELHI,Saturday,14:00:00,15:45:00,2020-10-25,2021-03-21
22384,716,Airasia India,SRINAGAR,DELHI,"Monday,Wednesday,Friday",14:40:00,16:25:00,2020-10-27,2021-03-27
22385,747,Airasia India,SRINAGAR,DELHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30:00,17:10:00,2020-10-25,2021-03-27
22386,713,Airasia India,SRINAGAR,DELHI,Saturday,05:45:00,15:35:00,2019-10-27,2019-10-27
22387,713,Airasia India,SRINAGAR,DELHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,15:35:00,2019-10-28,2020-03-28
22388,629,Airasia India,MUMBAI,BHUBANESWAR,"Wednesday,Friday,Saturday",15:25:00,18:05:00,2020-10-25,2021-03-27
22389,629,Airasia India,MUMBAI,BHUBANESWAR,"Sunday,Tuesday,Thursday",15:25:00,21:55:00,2020-10-26,2020-11-13
22390,629,Airasia India,MUMBAI,BHUBANESWAR,Monday,15:25:00,21:55:00,2020-10-27,2021-03-23
22391,629,Airasia India,MUMBAI,BHUBANESWAR,"Sunday,Tuesday,Thursday",15:25:00,21:55:00,2020-11-16,2021-01-15
22392,629,Airasia India,MUMBAI,BHUBANESWAR,"Sunday,Tuesday,Thursday",15:25:00,21:55:00,2021-01-18,2021-03-26
22393,1567,Airasia India,BENGALURU,BHUBANESWAR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,08:45:00,2018-10-28,2019-03-30
22394,1567,Airasia India,BENGALURU,BHUBANESWAR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,08:35:00,2019-03-31,2019-10-26
22395,535,Airasia India,KOLKATA,BHUBANESWAR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,08:55:00,2018-10-28,2019-03-30
22396,535,Airasia India,KOLKATA,BHUBANESWAR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,08:50:00,2019-03-31,2019-10-26
22397,535,Airasia India,KOLKATA,BHUBANESWAR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,08:50:00,2019-10-27,2020-03-28
22398,2678,Airasia India,BENGALURU,NAGPUR,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,07:35:00,2018-10-28,2019-03-30
22399,2678,Airasia India,BENGALURU,NAGPUR,Monday,05:45:00,07:35:00,2018-10-28,2019-03-30
22400,756,Airasia India,DELHI,BAGDOGRA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,16:30:00,2019-03-31,2019-10-26
22401,536,Airasia India,KOLKATA,BAGDOGRA,"Monday,Wednesday,Friday",15:05:00,21:55:00,2020-10-27,2021-03-27
22402,536,Airasia India,KOLKATA,BAGDOGRA,"Sunday,Tuesday,Thursday,Saturday",15:05:00,21:55:00,2020-10-25,2021-03-26
22403,1727,Airasia India,MUMBAI,KOCHI,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:35:00,21:35:00,2020-10-25,2021-03-27
22404,1731,Airasia India,MUMBAI,KOCHI,Monday,21:50:00,21:55:00,2020-10-27,2021-03-23
22405,1451,Airasia India,BENGALURU,KOCHI,Monday,05:45:00,06:25:00,2018-10-28,2019-03-30
22406,1451,Airasia India,BENGALURU,KOCHI,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,07:10:00,2018-10-28,2019-03-30
22407,1451,Airasia India,BENGALURU,KOCHI,Monday,05:45:00,06:25:00,2019-03-31,2019-10-26
22408,1451,Airasia India,BENGALURU,KOCHI,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,07:10:00,2019-03-31,2019-10-26
22409,306,Airasia India,BENGALURU,MUMBAI,Friday,05:45:00,00:30:00,2019-10-26,2019-10-26
22410,632,Airasia India,RANCHI,MUMBAI,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:35:00,11:05:00,2020-11-16,2021-01-15
22411,632,Airasia India,RANCHI,MUMBAI,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:50:00,14:20:00,2020-10-25,2020-11-15
22412,632,Airasia India,RANCHI,MUMBAI,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:50:00,14:20:00,2021-01-16,2021-03-27
22413,316,Airasia India,KOLKATA,MUMBAI,Saturday,05:30:00,21:55:00,2020-10-25,2021-03-21
22414,316,Airasia India,KOLKATA,MUMBAI,"Monday,Wednesday,Friday",05:30:00,21:55:00,2020-10-27,2021-03-27
22415,316,Airasia India,KOLKATA,MUMBAI,"Sunday,Tuesday,Thursday",06:50:00,09:50:00,2020-10-26,2021-03-26
22416,871,Airasia India,KOLKATA,MUMBAI,"Monday,Friday,Saturday",17:05:00,21:55:00,2020-10-25,2021-03-27
22417,672,Airasia India,KOLKATA,MUMBAI,"Sunday,Tuesday,Thursday",18:40:00,21:50:00,2020-10-26,2021-03-26
22418,519,Airasia India,KOLKATA,VISAKHAPATNAM,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,06:40:00,2018-10-28,2019-03-30
22419,519,Airasia India,KOLKATA,VISAKHAPATNAM,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,06:35:00,2019-03-31,2019-10-26
22420,701,Airasia India,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,06:40:00,2019-11-27,2020-03-28
22421,771,Airasia India,DELHI,AHMEDABAD,Monday,05:45:00,11:40:00,2019-12-03,2020-03-24
22422,771,Airasia India,DELHI,AHMEDABAD,"Sunday,Tuesday,Wednesday,Thursday,Friday",05:45:00,11:40:00,2019-11-27,2020-03-28
22423,703,Airasia India,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,20:30:00,2019-11-27,2020-03-28
22424,795,Airasia India,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,23:05:00,2019-11-20,2020-03-28
22425,941,Airasia India,MUMBAI,JAIPUR,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:25:00,09:10:00,2020-10-25,2021-03-27
22426,1724,Airasia India,BENGALURU,JAIPUR,"Sunday,Monday,Friday",05:45:00,00:20:00,2018-12-15,2019-03-30
22427,1720,Airasia India,BENGALURU,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,08:50:00,2018-10-28,2019-03-30
22428,1720,Airasia India,BENGALURU,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,09:00:00,2019-03-31,2019-10-26
22429,1426,Airasia India,PUNE,JAIPUR,Tuesday,14:50:00,21:55:00,2020-10-28,2021-03-24
22430,1426,Airasia India,PUNE,JAIPUR,"Sunday,Wednesday,Thursday,Saturday",14:50:00,16:40:00,2020-10-25,2021-03-26
22431,1543,Airasia India,HYDERABAD,BENGALURU,Monday,05:45:00,15:30:00,2018-10-30,2019-03-26
22432,513,Airasia India,HYDERABAD,BENGALURU,Monday,05:45:00,11:55:00,2019-04-02,2019-10-22
22433,1527,Airasia India,HYDERABAD,BENGALURU,Monday,05:45:00,12:20:00,2019-11-12,2020-03-28
22434,1543,Airasia India,HYDERABAD,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,15:30:00,2019-11-09,2020-03-28
22435,2879,Airasia India,DELHI,BENGALURU,Monday,05:45:00,19:25:00,2018-10-30,2019-03-26
22436,740,Airasia India,DELHI,BENGALURU,Monday,05:45:00,10:35:00,2019-04-02,2019-10-22
22437,2879,Airasia India,DELHI,BENGALURU,Monday,05:45:00,19:25:00,2019-04-02,2019-10-22
22438,721,Airasia India,DELHI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,23:30:00,2019-03-31,2019-10-25
22439,535,Airasia India,BHUBANESWAR,BENGALURU,Monday,05:45:00,11:25:00,2018-10-30,2019-03-26
22440,1565,Airasia India,BHUBANESWAR,BENGALURU,Monday,05:45:00,15:15:00,2018-10-30,2019-03-26
22441,1563,Airasia India,BHUBANESWAR,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,23:30:00,2018-10-28,2019-03-29
22442,535,Airasia India,BHUBANESWAR,BENGALURU,Monday,05:45:00,11:20:00,2019-04-02,2019-10-22
22443,1565,Airasia India,BHUBANESWAR,BENGALURU,Monday,05:45:00,15:15:00,2019-04-02,2019-10-22
22444,1563,Airasia India,BHUBANESWAR,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,23:25:00,2019-03-31,2019-10-25
22445,1563,Airasia India,BHUBANESWAR,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,23:30:00,2019-10-27,2020-03-28
22446,2679,Airasia India,NAGPUR,BENGALURU,Monday,05:45:00,15:15:00,2018-10-30,2019-03-26
22449,1452,Airasia India,KOCHI,BENGALURU,Monday,05:45:00,08:05:00,2018-10-30,2019-03-26
22450,1130,Airasia India,KOCHI,BENGALURU,"Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,23:35:00,2018-10-28,2019-03-29
22451,1130,Airasia India,KOCHI,BENGALURU,Sunday,05:45:00,23:35:00,2018-10-29,2019-03-25
22452,1130,Airasia India,KOCHI,BENGALURU,Monday,05:45:00,23:50:00,2018-10-30,2019-03-26
22453,1452,Airasia India,KOCHI,BENGALURU,Monday,05:45:00,08:15:00,2019-04-02,2019-10-22
22454,1130,Airasia India,KOCHI,BENGALURU,Sunday,05:45:00,23:50:00,2019-04-01,2019-10-21
22455,1130,Airasia India,KOCHI,BENGALURU,"Tuesday,Wednesday,Thursday,Friday",05:45:00,23:50:00,2019-04-03,2019-10-25
22456,1130,Airasia India,KOCHI,BENGALURU,Saturday,05:45:00,23:50:00,2019-03-31,2019-10-20
22457,941,Airasia India,MUMBAI,BENGALURU,Monday,07:25:00,21:55:00,2020-10-27,2021-03-23
22458,942,Airasia India,MUMBAI,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:30:00,09:15:00,2020-10-25,2021-03-27
22459,942,Airasia India,MUMBAI,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:30:00,14:00:00,2020-10-25,2021-03-27
22460,984,Airasia India,MUMBAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:25:00,01:10:00,2020-10-25,2021-03-27
22461,308,Airasia India,MUMBAI,BENGALURU,Saturday,05:45:00,03:00:00,2019-04-07,2019-10-20
22462,308,Airasia India,MUMBAI,BENGALURU,"Sunday,Wednesday,Thursday,Friday",05:45:00,03:00:00,2019-04-01,2019-10-26
22463,308,Airasia India,MUMBAI,BENGALURU,Tuesday,05:45:00,03:00:00,2019-04-03,2019-10-23
22464,339,Airasia India,MUMBAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,01:20:00,2019-10-27,2019-12-31
22465,339,Airasia India,MUMBAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,01:20:00,2020-01-01,2020-03-28
22466,308,Airasia India,MUMBAI,BENGALURU,Monday,05:45:00,03:00:00,2019-10-27,2020-03-28
22467,308,Airasia India,MUMBAI,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,03:00:00,2019-10-27,2020-03-28
22468,302,Airasia India,MUMBAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,09:45:00,2019-10-27,2019-12-31
22469,302,Airasia India,MUMBAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,09:45:00,2020-01-01,2020-03-28
22470,335,Airasia India,MUMBAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,20:05:00,2019-10-27,2019-12-31
22471,335,Airasia India,MUMBAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,20:05:00,2020-01-01,2020-03-28
22472,1453,Airasia India,VISAKHAPATNAM,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:25:00,12:55:00,2020-10-25,2021-03-27
22473,1453,Airasia India,VISAKHAPATNAM,BENGALURU,Friday,05:45:00,12:40:00,2018-11-03,2019-03-30
22474,1453,Airasia India,VISAKHAPATNAM,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Saturday",05:45:00,12:40:00,2018-10-28,2019-03-29
22475,1459,Airasia India,VISAKHAPATNAM,BENGALURU,Monday,05:45:00,22:45:00,2018-10-30,2019-03-26
22476,1459,Airasia India,VISAKHAPATNAM,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,22:45:00,2018-10-28,2019-03-29
22477,1453,Airasia India,VISAKHAPATNAM,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Saturday",05:45:00,12:40:00,2019-03-31,2019-10-25
22478,1453,Airasia India,VISAKHAPATNAM,BENGALURU,Friday,05:45:00,12:40:00,2019-04-06,2019-10-26
22479,1459,Airasia India,VISAKHAPATNAM,BENGALURU,Monday,05:45:00,22:25:00,2019-04-02,2019-10-22
22480,1459,Airasia India,VISAKHAPATNAM,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,22:25:00,2019-03-31,2019-10-25
22481,1629,Airasia India,AMRITSAR,BENGALURU,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,22:35:00,2018-10-28,2019-03-29
22482,1629,Airasia India,AMRITSAR,BENGALURU,Sunday,05:45:00,22:35:00,2018-10-29,2019-03-25
22483,1725,Airasia India,JAIPUR,BENGALURU,Friday,05:45:00,03:10:00,2018-12-22,2019-03-30
22484,1725,Airasia India,JAIPUR,BENGALURU,Monday,05:45:00,03:10:00,2018-12-18,2019-03-26
22485,1725,Airasia India,JAIPUR,BENGALURU,Sunday,05:45:00,03:10:00,2018-12-17,2019-03-25
22486,1721,Airasia India,JAIPUR,BENGALURU,Monday,05:45:00,11:50:00,2018-10-30,2019-03-26
22487,1729,Airasia India,JAIPUR,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,22:10:00,2018-10-28,2019-03-29
22488,1721,Airasia India,JAIPUR,BENGALURU,Monday,05:45:00,11:45:00,2019-04-02,2019-10-22
22489,1729,Airasia India,JAIPUR,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,22:10:00,2019-03-31,2019-10-25
22490,1622,Airasia India,RANCHI,BENGALURU,"Sunday,Monday,Wednesday,Thursday",07:55:00,21:55:00,2020-11-16,2021-01-15
22491,1622,Airasia India,RANCHI,BENGALURU,"Sunday,Monday,Wednesday,Thursday",08:15:00,21:55:00,2020-10-26,2020-11-13
22492,1622,Airasia India,RANCHI,BENGALURU,"Sunday,Monday,Wednesday,Thursday",08:15:00,21:55:00,2021-01-18,2021-03-26
22493,2469,Airasia India,INDORE,BENGALURU,"Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,23:50:00,2018-10-28,2019-03-29
22494,2469,Airasia India,INDORE,BENGALURU,Monday,05:45:00,23:50:00,2018-10-30,2019-03-26
22495,2469,Airasia India,INDORE,BENGALURU,Sunday,05:45:00,23:50:00,2018-10-29,2019-03-25
22496,2469,Airasia India,INDORE,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,00:05:00,2019-04-01,2019-10-26
22497,1825,Airasia India,CHANDIGARH,BENGALURU,Monday,05:45:00,15:50:00,2019-10-27,2020-03-28
22498,1825,Airasia India,CHANDIGARH,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday",05:45:00,16:00:00,2019-10-27,2020-03-28
22499,1427,Airasia India,PUNE,BENGALURU,Friday,18:35:00,21:55:00,2020-10-31,2021-03-27
22500,1427,Airasia India,PUNE,BENGALURU,Tuesday,19:45:00,21:55:00,2020-10-28,2021-03-24
22501,1427,Airasia India,PUNE,BENGALURU,Monday,19:45:00,21:55:00,2020-10-27,2021-03-23
22502,1427,Airasia India,PUNE,BENGALURU,"Sunday,Wednesday,Thursday,Saturday",19:45:00,21:55:00,2020-10-25,2021-03-26
22503,1427,Airasia India,PUNE,BENGALURU,Saturday,05:45:00,20:55:00,2018-10-28,2018-12-09
22504,1427,Airasia India,PUNE,BENGALURU,Thursday,05:45:00,20:55:00,2018-11-02,2018-12-14
22505,1427,Airasia India,PUNE,BENGALURU,"Tuesday,Wednesday",05:45:00,20:55:00,2018-10-31,2019-03-28
22506,1427,Airasia India,PUNE,BENGALURU,Sunday,05:45:00,20:55:00,2018-10-29,2018-12-10
22507,1427,Airasia India,PUNE,BENGALURU,"Sunday,Thursday,Saturday",05:45:00,20:55:00,2018-12-16,2019-03-29
22508,1427,Airasia India,PUNE,BENGALURU,Friday,05:45:00,23:30:00,2018-11-03,2019-03-23
22509,1427,Airasia India,PUNE,BENGALURU,Friday,05:45:00,23:20:00,2019-04-06,2019-10-19
22510,1473,Airasia India,PUNE,BENGALURU,Saturday,05:45:00,14:20:00,2019-10-27,2020-03-28
22511,1427,Airasia India,PUNE,BENGALURU,Sunday,05:45:00,20:55:00,2019-10-27,2020-03-28
22512,1427,Airasia India,PUNE,BENGALURU,Thursday,05:45:00,20:55:00,2019-10-27,2020-03-28
22513,1427,Airasia India,PUNE,BENGALURU,"Tuesday,Wednesday,Saturday",05:45:00,20:55:00,2019-10-27,2020-03-28
22514,1427,Airasia India,PUNE,BENGALURU,Monday,05:45:00,20:55:00,2019-10-27,2020-03-28
22515,1427,Airasia India,PUNE,BENGALURU,Friday,05:45:00,23:30:00,2019-10-27,2020-03-28
22516,2380,Airasia India,CHENNAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,00:40:00,2018-10-29,2019-03-30
22517,2380,Airasia India,CHENNAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,00:15:00,2019-04-01,2019-10-26
22518,1475,Airasia India,SURAT,BENGALURU,Friday,05:45:00,21:10:00,2018-11-03,2019-03-23
22519,1475,Airasia India,SURAT,BENGALURU,Thursday,05:45:00,21:10:00,2018-11-02,2019-03-29
22520,1475,Airasia India,SURAT,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Saturday",05:45:00,21:10:00,2018-10-28,2019-03-28
22521,1325,Airasia India,GOA,BENGALURU,Saturday,05:45:00,09:00:00,2018-10-28,2019-03-24
22522,1325,Airasia India,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday",05:45:00,09:00:00,2018-10-29,2019-03-29
22523,1335,Airasia India,GOA,BENGALURU,"Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,20:20:00,2018-10-28,2019-03-29
22524,1335,Airasia India,GOA,BENGALURU,Sunday,05:45:00,20:20:00,2018-10-29,2019-03-25
22525,1329,Airasia India,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,23:50:00,2018-10-29,2019-03-29
22526,1329,Airasia India,GOA,BENGALURU,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",05:45:00,00:05:00,2019-04-01,2019-10-26
22527,1325,Airasia India,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",05:45:00,09:00:00,2019-04-01,2019-10-26
22528,1325,Airasia India,GOA,BENGALURU,Saturday,05:45:00,09:00:00,2019-03-31,2019-10-20
22529,1335,Airasia India,GOA,BENGALURU,Sunday,05:45:00,20:20:00,2019-04-01,2019-10-21
22530,1335,Airasia India,GOA,BENGALURU,"Tuesday,Wednesday,Thursday,Saturday",05:45:00,20:25:00,2019-03-31,2019-10-25
22531,1335,Airasia India,GOA,BENGALURU,Friday,05:45:00,20:25:00,2019-04-06,2019-10-26
22532,1325,Airasia India,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday",05:45:00,09:00:00,2019-10-27,2020-03-28
22533,1325,Airasia India,GOA,BENGALURU,Saturday,05:45:00,09:00:00,2019-10-27,2020-03-28
22534,1335,Airasia India,GOA,BENGALURU,Sunday,05:45:00,20:20:00,2019-11-25,2020-03-28
22535,2473,Airasia India,KOLKATA,BENGALURU,"Monday,Wednesday,Friday,Saturday",08:35:00,11:10:00,2020-10-25,2021-03-27
22537,2473,Airasia India,KOLKATA,BENGALURU,"Monday,Wednesday,Friday,Saturday",08:35:00,11:15:00,2020-10-25,2021-03-27
22538,2473,Airasia India,KOLKATA,BENGALURU,"Monday,Wednesday,Friday,Saturday",08:35:00,11:30:00,2020-10-25,2021-03-27
22539,2473,Airasia India,KOLKATA,BENGALURU,"Sunday,Tuesday,Thursday",08:35:00,21:55:00,2020-10-26,2021-03-26
22540,2991,Airasia India,KOLKATA,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45:00,19:30:00,2020-10-25,2021-03-27
22543,2991,Airasia India,KOLKATA,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45:00,21:55:00,2020-10-25,2021-03-27
22544,588,Airasia India,KOLKATA,BENGALURU,"Monday,Wednesday,Friday",18:55:00,21:55:00,2020-10-27,2021-03-27
22545,588,Airasia India,KOLKATA,BENGALURU,"Sunday,Tuesday,Thursday,Saturday",18:55:00,21:55:00,2020-10-25,2021-03-26
22546,2991,Airasia India,KOLKATA,BENGALURU,Monday,19:15:00,21:55:00,2020-10-27,2021-03-23
22547,2991,Airasia India,KOLKATA,BENGALURU,Monday,05:45:00,01:20:00,2018-10-30,2019-03-26
22548,2991,Airasia India,KOLKATA,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,01:20:00,2018-10-29,2019-03-30
22549,2991,Airasia India,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,01:15:00,2019-04-01,2019-10-26
22550,2473,Airasia India,KOLKATA,BENGALURU,Monday,05:45:00,11:15:00,2019-04-02,2019-10-22
22551,591,Airasia India,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,21:25:00,2019-03-31,2019-10-26
22552,744,Airasia India,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,10:35:00,2019-03-31,2019-10-26
22553,631,Airasia India,MUMBAI,RANCHI,"Monday,Wednesday,Friday,Saturday",05:30:00,21:55:00,2020-11-15,2021-01-14
22554,631,Airasia India,MUMBAI,RANCHI,"Tuesday,Thursday",05:30:00,21:55:00,2020-11-18,2021-01-13
22555,631,Airasia India,MUMBAI,RANCHI,Saturday,08:35:00,21:55:00,2020-10-25,2020-10-25
22556,631,Airasia India,MUMBAI,RANCHI,"Monday,Wednesday,Friday,Saturday",08:35:00,21:55:00,2020-10-25,2020-11-14
22557,631,Airasia India,MUMBAI,RANCHI,"Tuesday,Thursday",08:35:00,21:55:00,2020-10-28,2020-11-13
22558,631,Airasia India,MUMBAI,RANCHI,"Tuesday,Thursday",08:35:00,21:55:00,2021-01-15,2021-03-26
22559,631,Airasia India,MUMBAI,RANCHI,"Monday,Wednesday,Friday,Saturday",08:35:00,21:55:00,2021-01-16,2021-03-25
22560,1621,Airasia India,BENGALURU,RANCHI,Monday,05:45:00,08:55:00,2018-10-30,2019-03-26
22561,1621,Airasia India,BENGALURU,RANCHI,Monday,05:45:00,09:00:00,2019-04-02,2019-10-22
22562,752,Airasia India,DELHI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,06:30:00,2019-03-31,2019-10-26
22563,604,Airasia India,DELHI,INDORE,Saturday,05:45:00,15:55:00,2019-03-31,2019-03-31
22564,604,Airasia India,DELHI,INDORE,Saturday,05:45:00,15:55:00,2019-04-07,2019-04-07
22565,604,Airasia India,DELHI,INDORE,Saturday,05:45:00,15:55:00,2019-06-30,2019-06-30
22566,604,Airasia India,DELHI,INDORE,Saturday,05:45:00,15:55:00,2019-07-07,2019-07-07
22567,748,Airasia India,DELHI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,21:10:00,2019-03-31,2019-10-26
22568,2886,Airasia India,BENGALURU,INDORE,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,07:55:00,2018-10-28,2019-03-30
22569,1358,Airasia India,BENGALURU,INDORE,Monday,05:45:00,10:10:00,2019-04-02,2019-10-22
22570,1358,Airasia India,BENGALURU,INDORE,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,11:00:00,2019-03-31,2019-10-26
22571,609,Airasia India,DELHI,CHANDIGARH,Monday,05:45:00,15:50:00,2019-12-03,2020-03-24
22572,612,Airasia India,DELHI,CHANDIGARH,Saturday,05:45:00,16:35:00,2019-12-01,2020-03-22
22573,1826,Airasia India,BENGALURU,CHANDIGARH,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",05:45:00,12:25:00,2018-10-29,2019-03-30
22574,1325,Airasia India,BENGALURU,CHANDIGARH,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",05:45:00,12:25:00,2019-10-28,2020-03-28
22575,735,Airasia India,DELHI,PUNE,"Sunday,Monday,Wednesday,Saturday",05:45:00,00:20:00,2018-10-29,2019-03-28
22576,1424,Airasia India,BENGALURU,PUNE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,02:00:00,2018-10-28,2019-03-30
22577,1424,Airasia India,BENGALURU,PUNE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,01:55:00,2019-03-31,2019-10-26
